id,name,age,Isstudent,major,specialty,personalHistory,isInterview,introduction
8666,신동엽,72,0,물리학과,인사노무HRD,10,0,세심함의 강점을 살려 저의 인사노무HRD 노하우를 알려드리겠습니다.
8667,문지훈,75,0,사학과,마케팅홍보조사,10,0,마케팅홍보조사에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8668,신동엽,72,0,전기전자공학,IT개발데이터,30,1,편안한 분위기에서 멘티들을 IT개발데이터 분야로 이끌어드리겠습니다.
8669,황지수,61,0,경제학과,구매자재물류,20,0,20년 이상의 경력을 통해 여러분을 구매자재물류 전문가로 성장시켜드리겠습니다.
8670,최은정,79,0,컴퓨터공학,구매자재물류,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8671,신동엽,65,0,전기전자공학,구매자재물류,10,1,멘티의 성장과 목표 달성을 위해 구매자재물류에서 함께 노력하겠습니다.
8672,장미정,66,0,통계학과,구매자재물류,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8673,장미정,85,0,컴퓨터공학,건설건축,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8674,문지훈,78,0,영어영문학과,총무법무사무,30,0,총무법무사무에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8675,이민수,87,0,수학과,미디어문화스포츠,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8676,김철수,73,0,사학과,상품기획MD,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8677,황지수,77,0,철학과,금융보험,20,1,편안한 분위기에서 멘티들을 금융보험 분야로 이끌어드리겠습니다.
8678,신동엽,84,0,영어영문학과,의료,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8679,문지훈,62,0,물리학과,미디어문화스포츠,10,1,멘티의 성장과 목표 달성을 위해 미디어문화스포츠에서 함께 노력하겠습니다.
8680,이민수,73,0,국어국문학과,총무법무사무,30,0,30년 이상의 경력을 통해 여러분을 총무법무사무 전문가로 성장시켜드리겠습니다.
8681,장미정,64,0,화학공학과,고객상담TM,10,1,10년 이상의 경력을 통해 여러분을 고객상담TM 전문가로 성장시켜드리겠습니다.
8682,박영희,61,0,행정학과,공공복지,30,0,공공복지 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8683,정다은,75,0,정치외교학과,상품기획MD,10,0,상품기획MD 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8684,김철수,78,0,국어국문학과,마케팅홍보조사,30,0,마케팅홍보조사에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8685,문지훈,68,0,건축학과,의료,10,0,의료 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8686,이민수,85,0,영어영문학과,고객상담TM,10,1,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8687,정다은,85,0,기계공학과,인사노무HRD,20,0,20년 이상의 경력을 통해 여러분을 인사노무HRD 전문가로 성장시켜드리겠습니다.
8688,신동엽,80,0,국어국문학과,교육,30,0,멘티의 성장과 목표 달성을 위해 교육에서 함께 노력하겠습니다.
8689,박영희,86,0,기계공학과,회계세무재무,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8690,문지훈,79,0,경영학과,미디어문화스포츠,20,0,20년 이상의 경력을 통해 여러분을 미디어문화스포츠 전문가로 성장시켜드리겠습니다.
8691,장미정,66,0,행정학과,마케팅홍보조사,20,1,마케팅홍보조사에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8692,최은정,74,0,물리학과,IT개발데이터,20,0,IT개발데이터 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8693,최은정,86,0,수학과,회계세무재무,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8694,신동엽,85,0,컴퓨터공학,디자인,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8695,신동엽,69,0,수학과,미디어문화스포츠,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8696,정다은,68,0,경영학과,금융보험,30,0,금융보험에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8697,신동엽,70,0,건축학과,영업판매무역,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8698,정다은,85,0,경제학과,영업판매무역,20,0,편안한 분위기에서 멘티들을 영업판매무역 분야로 이끌어드리겠습니다.
8699,조현우,78,0,철학과,서비스,30,1,멘티의 성장과 목표 달성을 위해 서비스에서 함께 노력하겠습니다.
8700,황지수,71,0,미디어커뮤니케이션학과,고객상담TM,10,0,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8701,최은정,75,0,정치외교학과,마케팅홍보조사,30,0,세심함의 강점을 살려 저의 마케팅홍보조사 노하우를 알려드리겠습니다.
8702,문지훈,60,0,기계공학과,상품기획MD,30,1,세심함의 강점을 살려 저의 상품기획MD 노하우를 알려드리겠습니다.
8703,황지수,78,0,경제학과,공공복지,30,1,30년 이상의 경력을 통해 여러분을 공공복지 전문가로 성장시켜드리겠습니다.
8704,최은정,72,0,통계학과,연구R&D,20,0,연구R&D 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8705,김철수,76,0,수학과,마케팅홍보조사,10,1,마케팅홍보조사에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8706,황지수,77,0,기계공학과,인사노무HRD,30,0,멘티의 성장과 목표 달성을 위해 인사노무HRD에서 함께 노력하겠습니다.
8707,문지훈,73,0,화학공학과,생산,30,0,생산 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8708,신동엽,83,0,전기전자공학,영업판매무역,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8709,정다은,68,0,국어국문학과,인사노무HRD,20,1,인사노무HRD에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8710,정다은,83,0,경제학과,금융보험,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8711,황지수,72,0,사학과,마케팅홍보조사,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8712,최은정,72,0,기계공학과,미디어문화스포츠,30,0,세심함의 강점을 살려 저의 미디어문화스포츠 노하우를 알려드리겠습니다.
8713,최은정,76,0,경영학과,교육,20,0,세심함의 강점을 살려 저의 교육 노하우를 알려드리겠습니다.
8714,조현우,83,0,국어국문학과,서비스,30,1,멘티의 성장과 목표 달성을 위해 서비스에서 함께 노력하겠습니다.
8715,문지훈,84,0,국어국문학과,영업판매무역,30,0,영업판매무역에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8716,최은정,67,0,정치외교학과,IT개발데이터,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8717,최은정,68,0,지리학과,영업판매무역,10,0,10년 이상의 경력을 통해 여러분을 영업판매무역 전문가로 성장시켜드리겠습니다.
8718,신동엽,82,0,물리학과,고객상담TM,20,0,편안한 분위기에서 멘티들을 고객상담TM 분야로 이끌어드리겠습니다.
8719,장미정,70,0,화학과,디자인,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8720,이민수,64,0,영어영문학과,운전운송배송,20,1,편안한 분위기에서 멘티들을 운전운송배송 분야로 이끌어드리겠습니다.
8721,박영희,77,0,경제학과,공공복지,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8722,황지수,71,0,화학과,회계세무재무,10,1,회계세무재무 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8723,조현우,87,0,경제학과,교육,30,0,30년 이상의 경력을 통해 여러분을 교육 전문가로 성장시켜드리겠습니다.
8724,장미정,69,0,화학공학과,고객상담TM,10,0,10년 이상의 경력을 통해 여러분을 고객상담TM 전문가로 성장시켜드리겠습니다.
8725,김철수,61,0,미디어커뮤니케이션학과,생산,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8726,장미정,84,0,지리학과,영업판매무역,20,1,영업판매무역에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8727,박영희,75,0,국어국문학과,서비스,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8728,박영희,64,0,화학과,의료,20,1,세심함의 강점을 살려 저의 의료 노하우를 알려드리겠습니다.
8729,신동엽,75,0,경영학과,서비스,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8730,이민수,83,0,물리학과,건설건축,10,0,건설건축에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8731,신동엽,69,0,통계학과,건설건축,30,1,편안한 분위기에서 멘티들을 건설건축 분야로 이끌어드리겠습니다.
8732,이민수,85,0,전기전자공학,IT개발데이터,30,1,멘티의 성장과 목표 달성을 위해 IT개발데이터에서 함께 노력하겠습니다.
8733,신동엽,76,0,영어영문학과,디자인,10,0,디자인에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8734,문지훈,84,0,중어중문학과,영업판매무역,30,0,영업판매무역 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8735,황지수,79,0,정치외교학과,미디어문화스포츠,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8736,정다은,65,0,사학과,고객상담TM,30,1,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8737,조현우,80,0,건축학과,금융보험,20,1,금융보험 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8738,김철수,68,0,철학과,의료,30,0,세심함의 강점을 살려 저의 의료 노하우를 알려드리겠습니다.
8739,이민수,77,0,컴퓨터공학,IT개발데이터,20,0,IT개발데이터에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8740,장미정,69,0,경제학과,상품기획MD,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8741,황지수,85,0,기계공학과,의료,10,1,편안한 분위기에서 멘티들을 의료 분야로 이끌어드리겠습니다.
8742,김철수,66,0,영어영문학과,인사노무HRD,20,1,세심함의 강점을 살려 저의 인사노무HRD 노하우를 알려드리겠습니다.
8743,이민수,69,0,중어중문학과,기획전략,10,0,기획전략 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8744,이민수,66,0,행정학과,IT개발데이터,30,0,IT개발데이터에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8745,정다은,81,0,기계공학과,미디어문화스포츠,30,1,30년 이상의 경력을 통해 여러분을 미디어문화스포츠 전문가로 성장시켜드리겠습니다.
8746,신동엽,62,0,물리학과,건설건축,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8747,장미정,78,0,화학공학과,연구R&D,10,0,세심함의 강점을 살려 저의 연구R&D 노하우를 알려드리겠습니다.
8748,박영희,81,0,통계학과,디자인,10,1,세심함의 강점을 살려 저의 디자인 노하우를 알려드리겠습니다.
8749,이민수,81,0,화학공학과,서비스,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8750,신동엽,72,0,기계공학과,마케팅홍보조사,30,0,30년 이상의 경력을 통해 여러분을 마케팅홍보조사 전문가로 성장시켜드리겠습니다.
8751,최은정,73,0,정치외교학과,총무법무사무,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8752,장미정,66,0,사학과,운전운송배송,30,1,세심함의 강점을 살려 저의 운전운송배송 노하우를 알려드리겠습니다.
8753,김철수,63,0,통계학과,디자인,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8754,신동엽,60,0,미디어커뮤니케이션학과,건설건축,20,0,20년 이상의 경력을 통해 여러분을 건설건축 전문가로 성장시켜드리겠습니다.
8755,최은정,68,0,경제학과,마케팅홍보조사,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8756,정다은,71,0,경영학과,의료,10,1,의료에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8757,최은정,61,0,통계학과,미디어문화스포츠,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8758,장미정,62,0,컴퓨터공학,마케팅홍보조사,30,1,멘티의 성장과 목표 달성을 위해 마케팅홍보조사에서 함께 노력하겠습니다.
8759,김철수,81,0,국어국문학과,의료,30,0,30년 이상의 경력을 통해 여러분을 의료 전문가로 성장시켜드리겠습니다.
8760,정다은,75,0,사학과,구매자재물류,30,0,구매자재물류 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8761,신동엽,69,0,화학과,마케팅홍보조사,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8762,이민수,87,0,미디어커뮤니케이션학과,운전운송배송,20,0,세심함의 강점을 살려 저의 운전운송배송 노하우를 알려드리겠습니다.
8763,최은정,71,0,철학과,건설건축,30,0,30년 이상의 경력을 통해 여러분을 건설건축 전문가로 성장시켜드리겠습니다.
8764,정다은,62,0,행정학과,운전운송배송,30,0,멘티의 성장과 목표 달성을 위해 운전운송배송에서 함께 노력하겠습니다.
8765,장미정,83,0,통계학과,기획전략,10,0,기획전략에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8766,최은정,60,0,사학과,미디어문화스포츠,30,0,세심함의 강점을 살려 저의 미디어문화스포츠 노하우를 알려드리겠습니다.
8767,조현우,63,0,지리학과,미디어문화스포츠,10,1,미디어문화스포츠 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8768,신동엽,87,0,사학과,상품기획MD,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8769,김철수,62,0,지리학과,서비스,10,1,멘티의 성장과 목표 달성을 위해 서비스에서 함께 노력하겠습니다.
8770,김철수,77,0,철학과,미디어문화스포츠,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8771,김철수,73,0,지리학과,회계세무재무,20,1,세심함의 강점을 살려 저의 회계세무재무 노하우를 알려드리겠습니다.
8772,정다은,66,0,지리학과,영업판매무역,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8773,조현우,72,0,사학과,금융보험,30,0,금융보험에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8774,장미정,85,0,기계공학과,연구R&D,10,0,편안한 분위기에서 멘티들을 연구R&D 분야로 이끌어드리겠습니다.
8775,박영희,62,0,컴퓨터공학,연구R&D,20,0,세심함의 강점을 살려 저의 연구R&D 노하우를 알려드리겠습니다.
8776,박영희,61,0,경영학과,인사노무HRD,10,0,10년 이상의 경력을 통해 여러분을 인사노무HRD 전문가로 성장시켜드리겠습니다.
8777,장미정,86,0,정치외교학과,공공복지,30,1,멘티의 성장과 목표 달성을 위해 공공복지에서 함께 노력하겠습니다.
8778,김철수,62,0,기계공학과,서비스,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8779,신동엽,79,0,지리학과,의료,20,0,의료 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8780,장미정,75,0,영어영문학과,영업판매무역,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8781,이민수,69,0,경영학과,회계세무재무,10,0,멘티의 성장과 목표 달성을 위해 회계세무재무에서 함께 노력하겠습니다.
8782,정다은,68,0,경제학과,회계세무재무,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8783,최은정,63,0,수학과,IT개발데이터,20,1,IT개발데이터 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8784,정다은,62,0,화학과,연구R&D,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8785,이민수,62,0,경제학과,연구R&D,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8786,최은정,71,0,화학공학과,구매자재물류,10,1,구매자재물류 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8787,최은정,85,0,경영학과,상품기획MD,10,1,편안한 분위기에서 멘티들을 상품기획MD 분야로 이끌어드리겠습니다.
8788,장미정,77,0,중어중문학과,건설건축,30,1,편안한 분위기에서 멘티들을 건설건축 분야로 이끌어드리겠습니다.
8789,신동엽,85,0,사학과,서비스,10,1,편안한 분위기에서 멘티들을 서비스 분야로 이끌어드리겠습니다.
8790,박영희,80,0,행정학과,회계세무재무,30,0,세심함의 강점을 살려 저의 회계세무재무 노하우를 알려드리겠습니다.
8791,신동엽,65,0,미디어커뮤니케이션학과,고객상담TM,30,0,편안한 분위기에서 멘티들을 고객상담TM 분야로 이끌어드리겠습니다.
8792,김철수,79,0,미디어커뮤니케이션학과,의료,30,0,30년 이상의 경력을 통해 여러분을 의료 전문가로 성장시켜드리겠습니다.
8793,장미정,80,0,중어중문학과,미디어문화스포츠,10,0,미디어문화스포츠 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8794,장미정,62,0,지리학과,회계세무재무,30,1,30년 이상의 경력을 통해 여러분을 회계세무재무 전문가로 성장시켜드리겠습니다.
8795,장미정,74,0,통계학과,서비스,30,0,서비스에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8796,문지훈,84,0,건축학과,총무법무사무,30,1,세심함의 강점을 살려 저의 총무법무사무 노하우를 알려드리겠습니다.
8797,김철수,78,0,물리학과,공공복지,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8798,문지훈,60,0,정치외교학과,공공복지,10,0,10년 이상의 경력을 통해 여러분을 공공복지 전문가로 성장시켜드리겠습니다.
8799,이민수,62,0,통계학과,구매자재물류,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8800,김철수,67,0,철학과,서비스,20,0,서비스에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8801,조현우,75,0,화학과,영업판매무역,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8802,정다은,60,0,영어영문학과,교육,30,0,멘티의 성장과 목표 달성을 위해 교육에서 함께 노력하겠습니다.
8803,문지훈,78,0,미디어커뮤니케이션학과,의료,20,1,세심함의 강점을 살려 저의 의료 노하우를 알려드리겠습니다.
8804,문지훈,86,0,경영학과,금융보험,30,1,세심함의 강점을 살려 저의 금융보험 노하우를 알려드리겠습니다.
8805,황지수,77,0,수학과,건설건축,30,1,건설건축에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8806,최은정,84,0,중어중문학과,운전운송배송,10,1,10년 이상의 경력을 통해 여러분을 운전운송배송 전문가로 성장시켜드리겠습니다.
8807,박영희,85,0,물리학과,교육,10,1,멘티의 성장과 목표 달성을 위해 교육에서 함께 노력하겠습니다.
8808,정다은,65,0,전기전자공학,공공복지,10,1,세심함의 강점을 살려 저의 공공복지 노하우를 알려드리겠습니다.
8809,신동엽,77,0,지리학과,교육,20,1,교육에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8810,최은정,80,0,철학과,고객상담TM,30,0,편안한 분위기에서 멘티들을 고객상담TM 분야로 이끌어드리겠습니다.
8811,이민수,67,0,국어국문학과,총무법무사무,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8812,정다은,86,0,건축학과,생산,10,1,생산 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8813,정다은,64,0,중어중문학과,공공복지,10,1,공공복지 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8814,이민수,77,0,영어영문학과,IT개발데이터,10,0,편안한 분위기에서 멘티들을 IT개발데이터 분야로 이끌어드리겠습니다.
8815,박영희,67,0,경제학과,공공복지,30,0,공공복지에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8816,조현우,87,0,컴퓨터공학,공공복지,30,1,세심함의 강점을 살려 저의 공공복지 노하우를 알려드리겠습니다.
8817,최은정,76,0,영어영문학과,미디어문화스포츠,30,0,30년 이상의 경력을 통해 여러분을 미디어문화스포츠 전문가로 성장시켜드리겠습니다.
8818,신동엽,65,0,컴퓨터공학,IT개발데이터,30,1,세심함의 강점을 살려 저의 IT개발데이터 노하우를 알려드리겠습니다.
8819,신동엽,67,0,통계학과,총무법무사무,30,0,편안한 분위기에서 멘티들을 총무법무사무 분야로 이끌어드리겠습니다.
8820,최은정,79,0,정치외교학과,교육,20,1,세심함의 강점을 살려 저의 교육 노하우를 알려드리겠습니다.
8821,정다은,82,0,행정학과,구매자재물류,10,1,구매자재물류 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8822,최은정,86,0,정치외교학과,고객상담TM,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8823,조현우,66,0,전기전자공학,공공복지,20,0,공공복지에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8824,박영희,82,0,미디어커뮤니케이션학과,의료,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8825,문지훈,73,0,화학공학과,영업판매무역,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8826,신동엽,75,0,건축학과,회계세무재무,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8827,이민수,67,0,수학과,구매자재물류,10,1,구매자재물류 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8828,최은정,74,0,미디어커뮤니케이션학과,교육,30,1,멘티의 성장과 목표 달성을 위해 교육에서 함께 노력하겠습니다.
8829,박영희,70,0,화학공학과,구매자재물류,10,1,10년 이상의 경력을 통해 여러분을 구매자재물류 전문가로 성장시켜드리겠습니다.
8830,장미정,82,0,국어국문학과,고객상담TM,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8831,최은정,65,0,통계학과,마케팅홍보조사,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8832,이민수,86,0,화학공학과,공공복지,30,0,공공복지에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8833,문지훈,67,0,기계공학과,교육,20,1,교육 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8834,문지훈,87,0,행정학과,상품기획MD,20,1,세심함의 강점을 살려 저의 상품기획MD 노하우를 알려드리겠습니다.
8835,조현우,62,0,경제학과,연구R&D,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8836,최은정,64,0,정치외교학과,운전운송배송,30,1,운전운송배송에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8837,장미정,85,0,건축학과,IT개발데이터,10,0,10년 이상의 경력을 통해 여러분을 IT개발데이터 전문가로 성장시켜드리겠습니다.
8838,문지훈,76,0,국어국문학과,상품기획MD,30,0,편안한 분위기에서 멘티들을 상품기획MD 분야로 이끌어드리겠습니다.
8839,조현우,78,0,철학과,구매자재물류,30,0,구매자재물류 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8840,조현우,84,0,국어국문학과,의료,10,1,의료에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8841,박영희,66,0,미디어커뮤니케이션학과,건설건축,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8842,신동엽,62,0,건축학과,영업판매무역,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8843,문지훈,77,0,경영학과,디자인,30,1,30년 이상의 경력을 통해 여러분을 디자인 전문가로 성장시켜드리겠습니다.
8844,박영희,63,0,경제학과,운전운송배송,30,1,세심함의 강점을 살려 저의 운전운송배송 노하우를 알려드리겠습니다.
8845,정다은,63,0,경제학과,의료,10,1,의료 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8846,조현우,80,0,수학과,운전운송배송,20,0,세심함의 강점을 살려 저의 운전운송배송 노하우를 알려드리겠습니다.
8847,장미정,62,0,수학과,건설건축,10,0,건설건축 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8848,정다은,80,0,전기전자공학,생산,10,1,생산 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8849,이민수,69,0,기계공학과,영업판매무역,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8850,장미정,80,0,미디어커뮤니케이션학과,운전운송배송,20,1,편안한 분위기에서 멘티들을 운전운송배송 분야로 이끌어드리겠습니다.
8851,이민수,70,0,정치외교학과,고객상담TM,10,0,고객상담TM 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8852,최은정,64,0,전기전자공학,고객상담TM,10,1,10년 이상의 경력을 통해 여러분을 고객상담TM 전문가로 성장시켜드리겠습니다.
8853,김철수,71,0,통계학과,서비스,10,0,서비스 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8854,이민수,69,0,철학과,총무법무사무,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8855,조현우,66,0,영어영문학과,교육,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
8856,황지수,87,0,사학과,회계세무재무,20,0,멘티의 성장과 목표 달성을 위해 회계세무재무에서 함께 노력하겠습니다.
8857,조현우,73,0,통계학과,회계세무재무,30,1,편안한 분위기에서 멘티들을 회계세무재무 분야로 이끌어드리겠습니다.
8858,박영희,80,0,화학공학과,서비스,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
8859,문지훈,65,0,컴퓨터공학,구매자재물류,20,0,구매자재물류에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8860,황지수,73,0,정치외교학과,구매자재물류,20,1,세심함의 강점을 살려 저의 구매자재물류 노하우를 알려드리겠습니다.
8861,이민수,86,0,컴퓨터공학,영업판매무역,10,1,영업판매무역 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8862,정다은,83,0,경제학과,총무법무사무,30,0,총무법무사무 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8863,정다은,62,0,컴퓨터공학,인사노무HRD,30,0,인사노무HRD에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
8864,장미정,79,0,사학과,공공복지,30,1,공공복지 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
8865,장미정,82,0,영어영문학과,디자인,20,1,멘티의 성장과 목표 달성을 위해 디자인에서 함께 노력하겠습니다.
8866,신동엽,69,0,건축학과,인사노무HRD,20,1,세심함의 강점을 살려 저의 인사노무HRD 노하우를 알려드리겠습니다.
8867,이민수,83,0,정치외교학과,서비스,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
